"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
170000,2,2,1,49,-1,0,0,0,0,0,12761,13557,20245,15429,16594,14035,3552,8245,5429,4500,5415,6000,0
360000,2,2,1,43,-1,-1,2,-1,2,-1,9014,4045,1780,2380,2230,2275,4050,0,4760,0,2275,2280,0
60000,2,2,1,35,2,2,2,2,2,2,3187,5601,5366,6772,6515,7906,2500,0,1500,0,1500,0,0
240000,2,1,1,34,-1,-1,2,-1,-1,-1,2805,855,858,1048,2695,0,855,3,1054,2695,0,0,0
120000,2,1,2,34,-1,-1,-2,-1,2,0,17066,0,0,7304,7154,9055,0,0,7304,0,5000,1857,0
90000,2,1,2,33,0,0,2,0,0,0,92688,94908,89711,91165,72263,72569,8500,0,4086,2600,3000,3000,0
1e+05,2,1,1,34,0,0,0,0,0,0,101556,101747,100750,98953,99114,101501,4000,3838,3563,3563,4000,3475,0
410000,2,1,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3996,0
90000,2,2,2,44,2,2,2,2,2,2,15096,17023,18451,17857,20256,20785,2500,2000,0,2700,1000,0,1
10000,2,3,2,50,3,2,2,2,2,2,600,600,600,600,600,2050,0,0,0,0,1450,0,1
5e+05,2,1,1,50,0,0,0,0,0,0,377399,372392,353719,348365,306196,303114,20000,16023,13009,10008,10000,20004,0
120000,2,2,1,51,-1,-1,0,0,0,0,4777,60332,60702,58677,51549,46552,62545,2299,1919,1838,2200,90000,0
120000,2,2,1,50,0,0,2,0,0,0,38298,58084,33018,19172,14938,21290,23000,0,10076,10000,10000,10000,0
220000,2,1,1,51,-1,-1,-1,2,2,-2,2261,2255,8105,2224,150,1000,2278,8117,0,150,1000,2619,1
240000,2,2,1,50,-1,-1,-1,2,0,0,968,193,386,579,386,193,188,386,386,0,0,536,0
150000,2,1,2,36,1,-1,-1,-1,-1,-2,0,990,0,234,0,0,990,0,234,0,0,0,0
5e+05,2,1,1,50,-1,-1,-1,-1,-1,-1,21787,12574,12608,-134,22466,1969,12625,12694,0,22600,16837,0,0
150000,2,1,1,50,-1,-1,-2,-2,-2,-2,6345,0,0,0,0,0,0,0,0,0,0,0,0
60000,2,2,1,49,0,0,0,0,0,0,58900,59446,56761,41130,27097,27331,2500,2300,1547,1396,1200,2000,0
30000,2,3,1,50,2,2,2,2,-1,0,29449,29688,28919,28000,13393,10539,1000,159,28426,24682,12,0,1
320000,2,2,1,53,0,0,0,0,0,0,320983,33589,34608,38544,44486,52319,3000,3000,6000,8000,10000,1900,0
470000,2,1,1,61,-2,-2,-2,-2,-2,-2,228,5215,3161,762,3637,16847,5242,3176,766,3673,16906,1437,0
220000,2,2,1,51,0,0,0,0,0,-2,36022,12838,8605,5352,-5048,-5048,3010,3040,1000,0,0,0,0
360000,2,1,1,54,1,-2,-2,-1,0,-1,0,0,0,2580,2580,6941,0,0,2580,0,6941,0,0
90000,2,3,1,58,-2,-2,-2,-2,-2,-2,5555,0,0,0,0,0,0,0,0,0,0,5156,0
50000,2,3,2,60,2,2,2,0,0,0,46594,50774,49551,22673,17147,17505,5000,0,2300,1000,635,580,1
50000,2,2,1,56,0,0,0,0,0,0,50574,46993,33136,34475,19666,19128,2000,2000,2000,1000,1259,1000,0
110000,2,3,1,52,1,2,0,0,0,2,23959,11137,16401,18670,19670,1187,0,6000,7000,1200,0,3000,0
50000,2,3,1,59,1,-2,-2,-2,-2,-2,-532,-639,-1800,0,0,0,0,900,1800,0,0,0,1
110000,2,1,1,55,-1,2,2,-1,0,-1,632,316,0,632,316,632,0,0,948,0,632,0,0
360000,2,3,1,70,-1,-1,2,2,-2,-2,1956,732,735,-10,-10,-10,799,3,0,0,0,0,0
2e+05,2,3,2,63,-1,3,2,-1,-1,-1,632,632,316,316,316,316,0,0,316,316,316,316,1
140000,2,2,2,53,0,0,0,0,0,0,8068,9446,13271,11243,12091,12691,1536,5004,1451,1000,1000,3194,0
80000,2,2,2,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
260000,2,2,1,56,0,0,-2,-2,-1,0,2340,0,0,0,58,1058,0,0,0,58,1000,1000,0
340000,2,1,1,56,-1,-1,-1,-1,0,0,5601,5399,12347,8612,5479,0,5400,12353,8619,0,0,0,1
30000,2,2,1,58,1,2,2,2,2,2,11211,10746,13545,13531,13017,14008,0,2993,500,0,1200,0,1
30000,2,3,1,54,2,2,2,2,4,3,22206,24770,26068,28842,28094,27361,3000,2000,3500,0,0,1000,0
440000,2,3,1,50,0,0,0,0,0,0,250970,167091,144804,67729,66077,60074,10047,8608,25031,25030,22053,20030,0
10000,2,3,1,52,-1,2,2,2,2,2,2454,3475,4366,4148,4579,4360,1200,1100,0,500,0,500,0
230000,2,2,1,55,0,0,0,0,0,0,7320,4561,5975,11072,10021,14431,2002,2001,6018,5007,5010,7053,0
330000,2,3,1,55,0,0,0,0,0,0,21325,25915,25036,21804,19228,18799,5000,5200,6000,4300,5000,4000,0
370000,2,3,2,50,-1,0,-1,-1,-2,-2,48308,129317,1364,0,0,0,120041,2000,0,0,0,2463,0
130000,2,3,2,53,0,0,0,0,0,0,101121,100184,99001,88214,90167,90682,3613,4700,3200,3403,3300,3500,0
10000,2,3,1,51,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
360000,2,2,1,54,0,0,0,0,0,0,277822,271867,272796,279597,253333,253737,10451,10414,11330,9081,9500,9000,0
80000,2,3,1,62,0,0,0,0,0,0,36138,37257,36288,37630,26424,27342,2100,2100,2400,1100,1500,1500,0
150000,2,1,2,64,1,2,0,0,0,0,157107,153171,148994,80196,74328,66806,3,6103,3220,3028,5052,15000,0
30000,2,3,1,56,1,3,2,2,2,2,25161,24466,24087,25890,25175,26870,0,300,2500,0,2100,0,0
50000,2,3,1,52,0,0,0,0,0,-1,5992,6405,6828,6229,390,390,2000,2000,1004,10,390,390,0
20000,2,2,3,56,0,0,0,0,-1,-1,17971,19194,18405,0,380,-400,3000,1000,400,380,0,1720,0
130000,2,3,2,55,0,0,0,0,0,0,116256,121544,128243,115204,101158,95895,10063,20000,10009,10000,5000,5000,0
320000,2,3,2,53,0,0,0,0,0,0,188072,281060,261698,265703,175925,188982,275271,11020,11000,9486,20000,10000,0
3e+05,2,3,1,62,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
330000,2,1,1,53,0,0,0,0,0,0,305823,292517,211831,153841,156866,155679,14000,7507,6000,6171,6000,6000,0
50000,2,2,2,53,0,0,0,0,0,0,51320,50602,50095,34120,33235,32377,1950,1979,1495,1144,1165,946,0
70000,2,3,2,60,0,0,0,0,0,0,10083,11091,12117,13125,13407,13692,1184,1210,1218,500,500,543,0
70000,2,3,3,58,0,0,0,0,0,0,70096,67714,68412,69016,69701,70898,2418,2500,2456,2500,3000,2533,0
1e+05,2,3,1,58,0,0,0,0,0,0,96950,98389,97831,93937,78063,79707,3592,3656,3677,2763,2787,2881,0
110000,2,2,1,54,2,2,2,0,0,2,95160,94938,91453,92097,96509,93773,3400,0,3290,7000,0,3500,1
70000,2,3,2,55,0,0,0,0,0,0,4667,5680,6703,7853,7316,7350,1100,1123,1273,407,300,300,0
60000,2,2,1,59,4,4,4,5,4,3,54379,56998,59111,59595,58079,56892,4000,3601,2000,0,0,0,0
80000,2,2,1,61,0,0,0,0,0,0,74189,73878,64656,60537,42610,42769,3000,2506,3008,3000,2000,3000,0
1e+05,2,3,1,60,-1,-1,3,2,-1,-1,2184,4944,4709,2234,2267,2168,7300,0,0,2300,2168,2300,0
230000,2,1,1,66,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,142,1
30000,2,2,1,55,0,0,0,0,-2,-2,13519,14647,15525,0,0,0,1647,1525,0,0,0,0,1
60000,1,2,1,46,0,0,0,0,0,0,57449,59228,60040,58722,19790,19250,2712,3004,1475,690,1000,1200,0
50000,1,2,1,64,2,3,2,2,0,0,28428,27682,28403,27648,28202,30008,0,1459,0,1013,2264,0,0
140000,1,3,1,58,2,0,0,0,0,0,99036,98702,96753,94310,92182,88818,4515,4034,5050,6034,3202,5000,0
20000,1,2,2,27,-1,2,-1,-1,-1,-1,780,390,390,0,780,0,0,390,0,780,0,0,0
10000,1,2,2,38,1,-2,-2,-1,0,0,-57,-58,-58,7242,8123,8993,0,0,7300,1000,1000,330,0
80000,1,2,2,29,-1,0,0,-1,0,0,10283,5991,4457,75743,76343,76567,1084,1000,75743,2667,3395,1772,0
50000,1,3,2,24,0,0,0,0,0,0,40712,30786,30285,14225,12668,10880,1629,3053,2005,550,400,1000,0
160000,2,2,1,51,2,0,0,0,2,0,65299,67610,69908,78087,75255,78593,4000,4000,10000,0,5000,3000,1
5e+05,2,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
470000,2,2,1,54,1,2,0,0,0,0,358581,351295,358671,367492,374249,381132,0,13033,14800,14359,13897,14425,0
210000,2,1,1,54,-1,-1,-1,-1,-1,-1,1494,6545,11755,5808,3974,0,6558,11800,5818,4015,0,0,0
50000,1,3,2,23,-1,-1,2,0,0,-2,1799,4249,4038,5275,0,0,2500,0,1500,0,0,0,1
30000,1,1,2,24,2,0,0,0,0,0,29007,27080,25933,26319,28754,17491,1400,1800,1100,3000,500,1000,1
30000,1,2,1,23,2,2,2,2,2,2,27186,28224,29276,28635,30127,30525,1800,1800,150,2250,1000,0,1
80000,1,5,2,24,0,0,0,0,0,0,53086,50195,44410,22649,20650,0,2121,2358,3123,1500,0,0,0
150000,1,1,2,28,-2,-2,-2,-2,-2,-2,5799,434,11021,6253,6257,4152,438,11086,6284,6288,4172,3207,0
170000,1,2,2,27,0,0,0,0,0,0,169117,141998,134212,133450,127020,123490,5000,5508,5915,3000,4000,4000,0
220000,1,2,2,30,-2,-2,-2,-2,-2,-2,15879,19053,19303,19867,12826,19847,20052,20063,20057,12863,20061,13191,0
10000,1,2,2,24,3,2,2,3,3,3,1058,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
50000,1,2,2,24,1,2,2,2,2,2,25953,24924,22599,24613,23922,25481,1800,0,2700,0,2100,0,0
20000,1,2,2,22,0,0,0,2,0,0,8766,8134,9992,10526,11049,11865,1141,2000,1000,1000,1000,1000,0
10000,1,2,2,22,1,2,2,2,2,2,6832,6571,8950,8658,9413,9117,0,2500,0,900,0,971,1
50000,1,2,2,24,0,0,0,0,0,0,49964,48512,43701,40429,9727,9606,1800,2000,1118,1000,500,1000,0
10000,1,3,2,22,1,-1,0,0,0,0,0,7492,8589,9365,7740,1000,7492,1224,1000,175,0,0,0
30000,1,2,2,23,0,0,0,0,0,0,30627,30432,30263,29418,30275,0,2000,2500,1200,1000,0,0,0
50000,1,2,2,23,0,0,0,0,0,0,49279,48570,49362,47907,18145,17495,1782,3264,1400,3000,350,133,0
1e+05,1,2,2,24,0,0,0,0,0,0,87313,88627,92187,95030,29470,3470,3500,5000,5000,4000,3000,5000,1
20000,1,3,2,24,0,0,0,0,0,-1,18664,17895,19598,19701,3486,199,1400,2000,1000,400,199,0,0
20000,1,2,2,25,0,0,0,-2,-2,-2,17584,20000,0,0,0,0,3000,0,0,0,0,0,0
1e+05,1,2,2,25,0,0,-1,-1,-1,-1,49212,48285,390,390,390,390,1000,390,390,390,390,390,0
50000,1,2,2,25,1,2,0,0,0,0,15493,15934,17168,18376,19068,19760,1000,1500,1500,1000,1000,2500,1
1e+05,1,1,2,24,-1,0,0,0,0,0,33816,34920,36030,37173,35875,36263,1562,1673,1816,1213,1248,1212,0
50000,1,2,2,25,-2,-2,-2,-2,-2,-2,-1590,-5174,-2587,-2587,-2587,-2587,0,0,0,0,0,0,1
50000,1,1,2,25,0,0,0,0,0,0,60183,61600,71000,73000,78000,80000,2000,10000,2000,5000,2000,0,0
50000,1,5,2,23,0,0,0,0,0,0,42391,13244,48845,43129,28385,23876,7270,47166,12064,12176,780,6200,0
50000,1,1,2,25,0,0,0,0,0,0,48815,48208,48265,43451,19790,17790,1844,1967,1400,396,0,0,0
50000,1,2,2,25,0,0,0,0,0,0,50574,49480,50643,48123,18092,28728,1900,2000,2000,2000,11041,1056,0
30000,1,2,2,24,2,4,3,2,0,0,31507,30752,29991,29192,28210,28543,0,0,0,1100,1300,2000,0
180000,1,2,2,25,0,0,0,0,0,0,12893,14275,15737,16603,17395,17182,1600,2000,1500,1003,1003,1006,0
80000,1,3,2,26,0,0,0,0,0,0,79545,81906,76228,76841,9534,7371,3694,3470,3305,500,300,500,1
110000,1,2,2,24,2,2,2,2,2,2,98184,101402,104878,105325,102220,107970,5500,6600,3700,0,7500,0,1
30000,1,3,2,25,0,0,0,0,0,0,23078,23996,25407,27312,8810,6355,2000,2500,3000,178,1000,0,0
110000,1,2,2,25,0,0,2,0,0,2,23447,27157,26549,34222,44062,45036,4000,0,9000,10700,1700,0,1
280000,1,2,2,26,0,-1,-1,-1,-1,-2,51980,25360,6183,261,-91,-91,25488,6213,262,0,0,18342,0
10000,1,2,2,23,0,0,-1,0,0,0,5580,8959,4408,9071,9038,5005,5000,7000,5000,5000,1000,10000,1
10000,1,2,2,23,-1,-1,-1,-1,-1,-1,1473,1863,0,390,390,780,1864,0,390,390,780,0,0
20000,1,2,2,24,2,2,2,2,2,2,16247,16276,16715,18327,17735,19446,600,1000,2200,0,2000,0,0
170000,1,2,2,26,0,0,0,0,0,-1,85965,78411,57061,49734,14285,136394,10047,5050,6000,3561,139898,6000,0
20000,1,3,2,26,3,3,2,0,0,0,21641,21081,19661,26158,13560,15324,0,25,2000,1000,2000,1000,1
130000,1,2,2,22,0,0,0,0,0,0,120452,98341,132260,127335,51104,50536,5600,103012,3965,3508,3011,3033,0
2e+05,1,1,2,26,2,2,2,2,2,2,196979,200055,202494,162228,154294,147514,7800,7500,0,6700,5000,7000,1
180000,1,1,2,27,-1,0,0,0,0,0,3209,13852,6482,3246,2016,2334,12000,5004,1000,1000,2300,3000,0
120000,1,2,2,28,0,0,0,0,0,0,70096,71355,72962,58163,33358,16829,3000,2830,1600,3600,300,1000,0
20000,1,2,2,26,1,2,2,2,0,0,16167,15615,18047,17322,17122,0,0,3000,0,0,0,0,0
150000,1,1,2,26,0,0,0,0,0,0,26450,27996,28963,8355,10355,12355,2000,2000,2000,2000,2000,2000,0
190000,1,2,2,26,-1,0,0,0,0,0,2199,3479,4886,6258,8969,9009,1800,1797,1785,3142,490,2000,0
50000,1,2,2,28,0,0,0,0,0,2,48433,45008,40226,41256,43962,44913,1700,2000,1700,3400,1800,0,0
80000,1,2,2,26,-2,-2,-2,-2,-2,-2,2970,-10,-10,-10,16587,0,0,0,0,16597,0,0,0
80000,1,2,2,27,0,0,0,0,0,0,81774,80638,45240,43967,45302,49646,3070,2500,2000,2000,5012,2000,1
80000,1,2,2,25,2,0,0,0,0,-2,76929,78270,79693,20335,0,0,3151,3039,1550,0,0,0,0
20000,1,2,2,28,0,0,0,0,0,0,8727,10265,12086,13180,13660,14288,2000,2000,1600,1000,1000,1000,0
10000,1,2,1,26,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
30000,1,2,2,26,1,3,2,2,2,2,14815,14252,13738,15424,14881,15894,0,0,2226,0,1406,0,1
240000,1,1,2,27,-1,-1,-1,-1,-1,-1,19366,1928,4879,11650,12614,7922,5534,4879,11650,12614,7922,6980,0
50000,1,2,2,28,1,-1,0,0,0,0,-727,50268,50860,40580,44532,46442,54608,3000,5000,5000,3000,1784,0
90000,1,2,2,26,-1,2,-1,0,0,0,476,1149,39674,38968,39853,8064,1000,39674,1200,1217,1025,500,1
60000,1,1,2,28,-1,0,0,0,0,0,40821,41723,42665,43254,43757,44378,2002,2001,1690,1501,1617,1502,0
1e+05,1,2,2,28,0,0,0,0,0,0,9141,10664,12183,13670,15129,15732,2000,2000,2000,2000,1000,2000,1
120000,1,1,2,28,-1,-1,-1,-1,0,0,4667,5929,1774,76528,73164,72721,6083,1774,119366,3484,2600,3000,0
10000,1,2,1,28,0,0,0,0,0,0,1480,2641,3745,4642,5642,6342,1198,1300,1000,1000,700,1208,0
130000,1,1,2,29,0,0,-2,-2,-2,-2,120000,0,0,0,0,0,0,0,0,0,0,0,0
30000,1,3,1,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
360000,1,1,2,30,-1,-1,-1,-1,0,-1,2024,28057,6085,90872,81622,11576,28000,6179,90872,0,11576,8718,0
80000,1,2,2,30,0,0,-1,-1,-1,-1,31283,37446,539,16673,21473,10715,20000,539,16673,21473,10715,10000,0
20000,1,2,2,27,0,0,0,0,0,0,16000,17016,18356,19028,38688,19897,1600,1621,1293,830,1548,626,0
150000,1,1,1,27,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0
220000,1,2,2,28,0,0,0,0,0,0,59197,60200,60360,61168,57287,62208,6000,3037,4000,4000,15000,3000,0
10000,1,3,2,23,0,0,0,0,0,0,5819,6974,7838,9002,9182,9729,1270,1134,1298,478,847,0,0
50000,1,2,2,26,2,0,0,0,0,0,49583,49865,41132,31538,28896,28315,2267,2200,1917,1200,1030,1300,0
50000,1,1,2,26,0,0,0,0,0,0,48934,48593,49459,50160,49244,50531,2200,2200,1890,2000,2000,1800,0
220000,1,1,2,28,0,0,0,0,0,0,22413,24203,24081,25356,20952,18340,3000,2000,2000,1000,1200,900,0
450000,1,1,2,29,1,-2,-2,-2,-2,-2,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,0
240000,1,2,1,33,1,2,2,0,0,2,172935,174842,141471,39578,46489,45632,6750,0,2000,7592,0,140000,0
5e+05,1,2,2,29,0,0,0,0,0,0,39465,40382,40740,16316,10705,-42,2014,4135,3256,53,0,36368,0
170000,1,1,2,28,0,0,0,0,0,0,55831,57179,58450,58556,51671,51090,2050,2197,1934,1793,2500,2000,0
1e+05,1,2,2,29,2,0,0,0,0,2,43439,45103,45779,46912,49715,48791,2600,2200,2200,3900,0,6100,1
60000,1,1,2,29,-1,-1,2,0,-1,-1,816,2440,1444,1634,1335,1825,2438,0,1000,1335,888,150,0
2e+05,1,1,2,30,-1,-1,-1,-1,0,0,6608,3423,2785,54271,60326,63339,3450,2798,54271,7000,4000,6000,0
2e+05,1,2,2,27,2,0,0,0,0,0,189003,191628,180604,181273,180385,185370,14600,10019,8029,7010,10022,7049,1
110000,1,1,2,27,0,0,0,0,0,0,87313,90120,93661,96185,99667,102978,5000,5000,5000,5000,5000,4000,0
10000,1,2,1,27,0,0,0,0,0,0,10135,9859,9607,9818,10013,9824,1153,1160,1151,346,350,354,0
1e+05,1,2,2,28,0,0,0,0,0,0,32485,33237,34300,35623,35515,36413,1600,1600,1901,1275,1470,1400,0
50000,1,2,2,28,1,2,2,-2,-2,-2,52708,51400,0,0,0,0,0,0,0,0,0,0,0
30000,1,3,2,28,0,0,0,0,-1,-1,11074,10030,9019,7970,1479,1635,1158,1159,1000,1479,1635,780,0
20000,1,3,2,29,1,2,0,0,0,0,5948,4909,5865,17935,19353,20094,0,2000,13500,2500,2000,1500,1
60000,1,2,2,28,2,2,2,0,0,0,61807,62197,59892,60228,57969,55220,2800,0,3000,3000,3000,23000,1
50000,1,2,2,32,-1,-1,2,0,0,-1,1473,5486,3787,3246,1473,390,5488,0,1000,0,390,1090,1
130000,1,3,1,34,2,2,2,2,0,0,69376,70650,71933,70117,72014,73759,3000,3000,0,3000,3000,3111,1
20000,1,2,2,25,0,0,2,2,2,0,14186,16489,15936,18015,17431,18000,2852,0,2355,0,1000,900,1
1e+05,1,2,2,28,2,0,0,0,2,0,58598,56770,56300,54288,25759,25775,5100,2825,5000,0,2000,0,1
20000,1,2,1,38,0,0,0,0,0,0,8347,11191,12219,14009,15773,17515,3000,1210,2000,2000,2000,1200,1
150000,1,3,2,44,0,0,0,0,0,0,151160,148047,147851,151310,107033,109350,6930,5937,6500,4000,4000,4000,0
70000,1,1,2,33,0,0,0,0,0,0,62518,63845,65443,65169,64370,15082,2864,3224,1680,3000,142,142,0
250000,1,1,1,40,0,0,0,0,0,0,7363,6225,3645,3090,3700,1190,3044,2000,1000,1000,0,90403,0
50000,1,3,1,32,2,2,3,2,2,2,37985,39589,40160,40796,41526,42209,2500,1500,1600,1700,1500,3600,1
90000,1,2,1,34,0,0,0,0,0,0,86508,85679,87036,88742,49148,48396,3070,3700,3374,1543,1405,1500,1
90000,1,2,2,32,0,0,0,0,0,0,73814,73132,67854,53952,47277,35547,3700,4100,3900,3000,2200,1000,0
120000,1,1,2,33,2,2,2,2,2,2,87313,89273,91057,91981,89605,95245,4300,4100,3300,0,7100,0,1
1e+05,1,2,1,29,2,2,2,2,3,3,81774,82781,85536,90018,91151,89429,3200,5000,6800,3500,0,3400,1
390000,1,3,1,49,0,0,0,0,0,0,282880,281836,284397,284241,285615,282611,12000,13000,12000,12000,10266,9800,0
50000,1,3,1,36,2,0,0,0,0,0,47104,46006,36272,11521,2678,5468,1793,1284,1060,100,99,273,1
40000,1,2,1,44,2,2,2,2,2,2,24285,26640,25927,28184,28723,28125,3100,0,2700,1300,0,2500,1
190000,1,2,1,38,0,0,0,0,0,0,194670,194690,189950,194092,192638,189113,9000,8400,8800,7500,7100,7450,0
180000,1,1,2,30,-1,-1,-1,-1,-1,-1,4035,2130,25770,11475,69910,21949,2129,25770,11475,69910,21949,11600,0
20000,1,2,2,31,0,0,0,2,0,0,12236,13694,16660,16100,17521,19237,2000,3200,0,2000,2000,0,0
230000,1,2,2,32,2,0,0,0,2,2,254900,237858,242378,235163,234032,225822,10152,10057,19000,9100,0,16500,1
2e+05,1,1,2,32,0,0,0,0,0,0,190258,194796,194205,195154,166778,167833,9000,9000,8000,6900,6000,6000,0
470000,1,1,2,34,0,0,0,0,0,0,57605,55340,43455,33039,18638,14202,5336,3457,1520,1659,2208,75938,0
150000,1,1,3,45,0,0,0,0,0,0,108300,111178,32220,33247,34164,34878,3000,1300,1300,1200,1200,0,0
70000,1,3,1,37,0,0,0,0,0,0,71668,70978,70949,68782,68100,68677,2721,2714,2632,2600,2800,2573,0
50000,1,2,2,37,0,0,0,0,0,0,49531,48970,46220,47459,27056,28452,2318,2261,2500,2000,2000,1500,0
80000,1,1,2,35,0,0,-1,0,0,0,75796,93507,78716,53109,28973,24705,20000,79239,2516,1023,2000,1000,0
330000,1,1,1,40,0,0,0,0,0,0,309558,314927,322077,166654,170008,174723,12507,13306,6000,6000,7333,8000,0
140000,1,2,2,33,0,0,0,0,0,0,133336,134483,131805,107950,88622,85165,5000,5000,4005,3500,3500,3000,0
70000,1,2,2,44,2,2,2,2,2,2,43333,44325,45375,44350,46996,47951,2026,2051,0,3697,1853,1910,1
280000,1,2,2,32,0,0,0,0,0,0,35099,36558,39070,40545,42995,46278,2000,3000,2000,3000,4000,7200,0
150000,1,3,2,30,0,0,0,0,0,0,80235,47272,141568,97990,96017,79743,3100,135332,2848,2330,2204,2100,0
50000,1,2,1,45,0,0,0,0,0,2,14480,15798,16867,17759,19354,17726,1558,1627,1519,2114,0,600,0
230000,1,2,1,43,0,0,0,0,0,2,3472,4053,4503,4964,4400,3979,1061,1275,1000,200,0,227,0
160000,1,2,2,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,1000,0,0,0,0,1000,0,0
50000,1,3,2,37,0,0,0,0,0,0,28949,29631,29177,29544,19863,18812,1768,1653,1400,0,0,300,0
1e+05,1,3,1,49,0,0,0,0,0,0,82198,74983,71958,68808,68769,68955,2661,2656,2372,2360,2574,2759,0
50000,1,2,1,43,0,0,0,0,0,0,25419,25435,23268,23365,19602,18462,1375,1418,1295,677,669,686,0
2e+05,1,2,1,39,-1,-1,-1,-1,-1,-2,1535,1109,1048,1294,0,0,1109,1048,1294,0,0,0,0
50000,1,3,2,41,0,0,0,0,0,0,43439,43397,43395,42334,12316,9997,1994,2251,1451,540,503,430,0
50000,1,3,2,45,0,0,0,0,0,0,36022,34725,33219,31688,29425,29747,1858,1851,1820,1057,3300,0,0
3e+05,1,2,1,39,-1,-1,-2,-2,-2,-2,29997,592,1049,-25,-25,-25,590,1057,0,0,0,0,0
130000,1,2,2,32,0,0,0,0,0,0,21382,31030,40523,54838,78769,82478,10000,10000,15000,25000,5000,5000,0
80000,1,1,2,33,2,2,2,2,2,2,67206,65537,69361,67647,72524,74068,0,5500,0,6000,3000,0,1
120000,1,1,2,34,0,0,0,2,0,0,32755,28002,32493,16258,8871,2000,1509,5000,7,0,2000,1666,0
140000,1,1,2,32,0,0,0,0,0,0,130261,131475,137236,121914,71210,72778,5000,8000,5485,5000,3000,2000,1
220000,1,1,2,48,0,0,0,0,2,0,113125,115294,117945,130365,126780,129570,5600,6000,16000,0,5000,6300,0
70000,1,2,2,32,0,0,0,0,0,0,71341,70393,131412,63823,52339,40836,3613,2523,2441,3038,2029,70004,1
20000,1,3,2,45,0,0,0,0,0,0,18436,13656,9022,5961,3970,780,1303,1518,1000,79,0,0,0
2e+05,1,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,320,732,492,0,489,320,732,5335,0
20000,1,2,1,31,1,2,2,2,2,2,6300,6559,7789,8505,9212,8922,500,1500,1000,1000,0,400,1
50000,1,2,1,34,0,0,0,0,0,0,45459,45695,45866,46165,10142,10825,2000,3000,2200,1200,1000,1000,0
120000,1,2,3,48,0,0,0,0,0,-2,61618,60679,61943,58744,-36156,-36156,2350,3419,5026,15651,0,0,0
50000,1,3,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
280000,1,2,2,31,0,0,0,-2,-2,-2,4812,3469,0,0,0,1047,1018,0,0,0,1047,56970,0
30000,1,1,2,33,4,3,2,2,2,2,22291,21657,21022,23661,22983,25607,0,0,3000,0,3000,0,1
120000,1,2,1,45,0,0,0,0,0,0,52582,47092,44208,32652,24115,20399,2000,2000,1256,1000,750,623,0
50000,1,2,2,45,0,0,0,0,0,0,30365,28717,16177,15949,14319,17319,2000,2000,2000,1000,3000,2200,0
20000,1,3,2,39,0,0,0,0,0,0,30852,16348,13593,10236,17541,16322,5000,2015,3000,10005,3414,270,0
160000,1,2,1,36,0,0,0,0,0,0,59712,61085,62503,63867,65206,69584,3000,3000,3000,3000,5600,2600,0
170000,1,3,2,44,0,0,0,0,0,0,166611,170965,172541,159546,137410,136680,12323,10000,8009,6000,30000,5322,0
1e+05,1,2,2,36,0,0,0,0,-2,-2,2057,3521,5399,0,0,0,1500,2000,0,0,0,1700,0
210000,1,1,1,42,-1,-1,-1,-1,-1,-1,2827,3517,4412,2700,3578,4075,3524,4425,2708,3588,4087,1841,0
1e+05,1,3,2,32,0,0,0,0,-1,-1,54379,45433,40870,10726,1121,61067,2459,2220,1400,1121,61067,2210,0
230000,1,1,1,33,0,0,0,0,0,0,213236,218094,225070,227528,121751,219354,9269,12000,9100,4600,4200,4100,1
240000,1,1,1,38,-1,3,2,-1,-1,0,6345,3360,1291,2740,2241,1060,0,10,2740,2241,0,2731,0
240000,1,3,2,36,0,0,0,0,0,0,135215,141213,116710,93057,55419,59336,10000,10000,10000,5000,5000,5000,0
50000,1,2,3,48,2,2,2,2,2,0,42874,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500,1
80000,1,2,1,46,0,0,0,0,0,0,79673,79876,79919,64237,47890,48036,3537,3500,2500,2000,2500,2000,0
